#Key      Site YYYY-MM-DD HM:MI:SC           X[m]          Y[m]          Z[m]     dN[m]    dE[m]    dU[m]     rN[m]    rE[m]    rU[m]  s1D[m]  Used  NoK  Have  Expt SV XX DOP C[s] A[#]   R[%]
 FIT KZ0100CZE 2025-07-18 12:00:00   3975230.9519   992210.6525  4872326.6446   -0.0005   0.0004  -0.0078    0.0000   0.0000   0.0000  0.0000     1    0     1     1  0  0 0.0    0    0   0.00
 FIT KZ0100CZE 2025-07-19 12:00:00   3975230.9548   992210.6538  4872326.6503    0.0007   0.0009  -0.0014    0.0000   0.0000   0.0000  0.0000     1    0     1     1  0  0 0.0    0    0   0.00
 FIT KZ0100CZE 2025-07-20 12:00:00   3975230.9579   992210.6551  4872326.6562    0.0019   0.0015   0.0052    0.0000   0.0000   0.0000  0.0000     1    0     1     1  0  0 0.0    0    0   0.00
 FIT KZ0100CZE 2025-07-21 12:00:00   3975230.9559   992210.6537  4872326.6515    0.0006   0.0006   0.0002    0.0000   0.0000   0.0000  0.0000     1    0     1     1  0  0 0.0    0    0   0.00
 FIT KZ0100CZE 2025-07-22 12:00:00   3975230.9572   992210.6512  4872326.6479   -0.0022  -0.0021  -0.0022    0.0000   0.0000   0.0000  0.0000     1    0     1     1  0  0 0.0    0    0   0.00
 FIT KZ0100CZE 2025-07-23 12:00:00   3975230.9579   992210.6537  4872326.6523   -0.0003   0.0001   0.0020    0.0000   0.0000   0.0000  0.0000     1    0     1     1  0  0 0.0    0    0   0.00
 FIT KZ0100CZE 2025-07-24 12:00:00   3975230.9592   992210.6548  4872326.6532   -0.0009   0.0009   0.0037    0.0000   0.0000   0.0000  0.0000     1    0     1     1  0  0 0.0    0    0   0.00
 FIT KZ0100CZE 2025-07-25 12:00:00   3975230.9539   992210.6527  4872326.6494    0.0009   0.0001  -0.0029    0.0000   0.0000   0.0000  0.0000     1    0     1     1  0  0 0.0    0    0   0.00
 FIT KZ0100CZE 2025-07-26 12:00:00   3975230.9565   992210.6529  4872326.6514    0.0003  -0.0004   0.0003    0.0000   0.0000   0.0000  0.0000     1    0     1     1  0  0 0.0    0    0   0.00
 FIT KZ0100CZE 2025-07-27 12:00:00   3975230.9599   992210.6549  4872326.6554   -0.0001   0.0008   0.0058    0.0000   0.0000   0.0000  0.0000     1    0     1     1  0  0 0.0    0    0   0.00
 FIT KZ0100CZE 2025-07-28 12:00:00   3975230.9566   992210.6531  4872326.6512    0.0000  -0.0002   0.0003    0.0000   0.0000   0.0000  0.0000     1    0     1     1  0  0 0.0    0    0   0.00
 FIT KZ0100CZE 2025-07-29 12:00:00   3975230.9560   992210.6535  4872326.6501   -0.0003   0.0004  -0.0009    0.0000   0.0000   0.0000  0.0000     1    0     1     1  0  0 0.0    0    0   0.00
 FIT KZ0100CZE 2025-07-30 12:00:00   3975230.9563   992210.6533  4872326.6507   -0.0001   0.0001  -0.0003    0.0000   0.0000   0.0000  0.0000     1    0     1     1  0  0 0.0    0    0   0.00
 FIT KZ0100CZE 2025-07-31 12:00:00   3975230.9540   992210.6533  4872326.6479   -0.0002   0.0006  -0.0038    0.0000   0.0000   0.0000  0.0000     1    0     1     1  0  0 0.0    0    0   0.00
 FIT KZ0100CZE 2025-08-01 12:00:00   3975230.9573   992210.6543  4872326.6497   -0.0017   0.0009  -0.0003    0.0000   0.0000   0.0000  0.0000     1    0     1     1  0  0 0.0    0    0   0.00
 FIT KZ0100CZE 2025-08-02 12:00:00   3975230.9574   992210.6538  4872326.6507   -0.0010   0.0003   0.0004    0.0000   0.0000   0.0000  0.0000     1    0     1     1  0  0 0.0    0    0   0.00
 FIT KZ0100CZE 2025-08-03 12:00:00   3975230.9561   992210.6537  4872326.6520    0.0008   0.0005   0.0006    0.0000   0.0000   0.0000  0.0000     1    0     1     1  0  0 0.0    0    0   0.00
 FIT KZ0100CZE 2025-08-04 12:00:00   3975230.9571   992210.6543  4872326.6495   -0.0017   0.0009  -0.0006    0.0000   0.0000   0.0000  0.0000     1    0     1     1  0  0 0.0    0    0   0.00
 FIT KZ0100CZE 2025-08-05 12:00:00   3975230.9586   992210.6537  4872326.6538    0.0001  -0.0001   0.0035    0.0000   0.0000   0.0000  0.0000     1    0     1     1  0  0 0.0    0    0   0.00
 FIT KZ0100CZE 2025-08-06 12:00:00   3975230.9551   992210.6527  4872326.6513    0.0013  -0.0002  -0.0008    0.0000   0.0000   0.0000  0.0000     1    0     1     1  0  0 0.0    0    0   0.00
 FIT KZ0100CZE 2025-08-07 12:00:00   3975230.9555   992210.6541  4872326.6519    0.0011   0.0011   0.0002    0.0000   0.0000   0.0000  0.0000     1    0     1     1  0  0 0.0    0    0   0.00
 FIT KZ0100CZE 2025-08-08 12:00:00   3975230.9563   992210.6537  4872326.6554    0.0028   0.0005   0.0033    0.0000   0.0000   0.0000  0.0000     1    0     1     1  0  0 0.0    0    0   0.00
 FIT KZ0100CZE 2025-08-09 12:00:00   3975230.9610   992210.6550  4872326.6555   -0.0009   0.0006   0.0065    0.0000   0.0000   0.0000  0.0000     1    0     1     1  0  0 0.0    0    0   0.00
 FIT KZ0100CZE 2025-08-10 12:00:00   3975230.9566   992210.6545  4872326.6523    0.0004   0.0012   0.0012    0.0000   0.0000   0.0000  0.0000     1    0     1     1  0  0 0.0    0    0   0.00
 FIT KZ0100CZE 2025-08-11 12:00:00   3975230.9556   992210.6537  4872326.6518    0.0010   0.0006   0.0001    0.0000   0.0000   0.0000  0.0000     1    0     1     1  0  0 0.0    0    0   0.00
 FIT KZ0100CZE 2025-08-12 12:00:00   3975230.9560   992210.6539  4872326.6537    0.0019   0.0008   0.0018    0.0000   0.0000   0.0000  0.0000     1    0     1     1  0  0 0.0    0    0   0.00
 FIT KZ0100CZE 2025-08-13 12:00:00   3975230.9562   992210.6546  4872326.6529    0.0011   0.0014   0.0014    0.0000   0.0000   0.0000  0.0000     1    0     1     1  0  0 0.0    0    0   0.00
 FIT KZ0100CZE 2025-08-14 12:00:00   3975230.9570   992210.6541  4872326.6523    0.0002   0.0007   0.0014    0.0000   0.0000   0.0000  0.0000     1    0     1     1  0  0 0.0    0    0   0.00
 FIT KZ0100CZE 2025-08-15 12:00:00   3975230.9581   992210.6548  4872326.6561    0.0017   0.0011   0.0050    0.0000   0.0000   0.0000  0.0000     1    0     1     1  0  0 0.0    0    0   0.00
 FIT KZ0100CZE 2025-08-16 12:00:00   3975230.9556   992210.6541  4872326.6537    0.0022   0.0010   0.0016    0.0000   0.0000   0.0000  0.0000     1    0     1     1  0  0 0.0    0    0   0.00
 FIT KZ0100CZE 2025-08-17 12:00:00   3975230.9553   992210.6545  4872326.6520    0.0011   0.0014   0.0001    0.0000   0.0000   0.0000  0.0000     1    0     1     1  0  0 0.0    0    0   0.00
 FIT KZ0100CZE 2025-08-18 12:00:00   3975230.9554   992210.6539  4872326.6520    0.0012   0.0009   0.0001    0.0000   0.0000   0.0000  0.0000     1    0     1     1  0  0 0.0    0    0   0.00
 FIT KZ0100CZE 2025-08-19 12:00:00   3975230.9579   992210.6552  4872326.6552    0.0012   0.0015   0.0043    0.0000   0.0000   0.0000  0.0000     1    0     1     1  0  0 0.0    0    0   0.00
 FIT KZ0100CZE 2025-08-20 12:00:00   3975230.9558   992210.6541  4872326.6543    0.0024   0.0009   0.0021    0.0000   0.0000   0.0000  0.0000     1    0     1     1  0  0 0.0    0    0   0.00
 FIT KZ0100CZE 2025-08-21 12:00:00   3975230.9589   992210.6544  4872326.6568    0.0016   0.0005   0.0059    0.0000   0.0000   0.0000  0.0000     1    0     1     1  0  0 0.0    0    0   0.00
 FIT KZ0100CZE 2025-08-22 12:00:00   3975230.9577   992210.6538  4872326.6538    0.0006   0.0002   0.0028    0.0000   0.0000   0.0000  0.0000     1    0     1     1  0  0 0.0    0    0   0.00
 FIT KZ0100CZE 2025-08-23 12:00:00   3975230.9558   992210.6535  4872326.6494   -0.0007   0.0004  -0.0017    0.0000   0.0000   0.0000  0.0000     1    0     1     1  0  0 0.0    0    0   0.00
 FIT KZ0100CZE 2025-08-24 12:00:00   3975230.9538   992210.6529  4872326.6482    0.0001   0.0003  -0.0041    0.0000   0.0000   0.0000  0.0000     1    0     1     1  0  0 0.0    0    0   0.00
 FIT KZ0100CZE 2025-08-25 12:00:00   3975230.9540   992210.6530  4872326.6511    0.0018   0.0004  -0.0017    0.0000   0.0000   0.0000  0.0000     1    0     1     1  0  0 0.0    0    0   0.00
 FIT KZ0100CZE 2025-08-26 12:00:00   3975230.9553   992210.6538  4872326.6538    0.0024   0.0008   0.0014    0.0000   0.0000   0.0000  0.0000     1    0     1     1  0  0 0.0    0    0   0.00
 FIT KZ0100CZE 2025-08-27 12:00:00   3975230.9578   992210.6548  4872326.6534    0.0001   0.0012   0.0027    0.0000   0.0000   0.0000  0.0000     1    0     1     1  0  0 0.0    0    0   0.00
 FIT KZ0100CZE 2025-08-28 12:00:00   3975230.9576   992210.6545  4872326.6530    0.0001   0.0010   0.0022    0.0000   0.0000   0.0000  0.0000     1    0     1     1  0  0 0.0    0    0   0.00
 FIT KZ0100CZE 2025-08-29 12:00:00   3975230.9590   992210.6549  4872326.6548    0.0001   0.0009   0.0046    0.0000   0.0000   0.0000  0.0000     1    0     1     1  0  0 0.0    0    0   0.00
 FIT KZ0100CZE 2025-08-30 12:00:00   3975230.9573   992210.6540  4872326.6537    0.0008   0.0005   0.0024    0.0000   0.0000   0.0000  0.0000     1    0     1     1  0  0 0.0    0    0   0.00
 FIT KZ0100CZE 2025-08-31 12:00:00   3975230.9513   992210.6545  4872326.6483    0.0017   0.0024  -0.0053    0.0000   0.0000   0.0000  0.0000     1    0     1     1  0  0 0.0    0    0   0.00
